folioviv;clave;gasto_tri;frecuencia
0727594;A002;3177,48;4
0588067;F001;3044,98;5
0588067;B001;2066,75;5
0588067;C001;1563,03;4
0588067;D001;563,91;5
0588067;A001;1052,47;3
0588067;E001;2233,83;4
0588067;A002;495,03;1
0200181;A002;1856,13;2
0200181;B001;442,27;6
0200181;E001;712,04;3
0143376;C001;7904,02;1
0143376;E001;1894,46;6
0143376;B002;665,52;1
0143376;A001;2060,99;5
0143376;F001;2753,81;4
0143376;B001;1618,07;1
0143376;A002;2672,35;6
0143376;D001;2019,43;4
0621829;A001;5075,09;3
0621829;A002;2935,17;4
0621829;F001;8215,7;3
0611252;A001;3395,39;2
0611252;E001;4701,47;6
0611252;D001;2931,06;4
0611252;F001;1235,53;4
0611252;B001;1212,15;4
0732013;D001;8661,71;2
0732013;B002;3320,46;1
0732013;F001;223,56;5
0880496;C001;375,98;1
0880496;A001;1400,35;4
0880496;A002;654,11;5
0880496;F001;452,67;1
0833430;C001;2899,8;1
0833430;B002;3192,09;6
0833430;D001;2119,27;5
0950037;B002;3945,7;4
0950037;A001;3014,35;2
0950037;E001;3957,96;2
0950037;C001;4958,04;1
0950037;D001;2774,31;3
0950037;A002;10679,15;6
0979039;E001;1789;5
0979039;C001;1457,22;2
0979039;A002;800,32;6
0979039;A001;2158,95;3
0979039;B002;976,93;6
0979039;B001;2657,68;5
0979039;F001;2466,04;6
0467373;F001;1527,57;2
0467373;E001;548,54;3
0467373;A001;4304,18;6
0467373;B001;1220,4;4
0512675;B001;3349,77;2
0512675;C001;1504,58;1
0512675;F001;1291,41;2
0512675;A002;1105,87;2
0512675;B002;959,16;4
0237575;A002;3317,68;1
0237575;E001;2594,31;6
0237575;B002;591,53;2
0237575;B001;808,35;5
0293758;A002;1527,55;4
0293758;E001;3084,39;2
0293758;A001;4126,85;1
0293758;F001;6769,33;4
0293758;B001;8042,53;5
0293758;D001;1536,63;2
0293758;B002;10184,2;6
0293758;C001;468,08;4
0110709;C001;839,02;4
0110709;E001;579,36;2
0110709;B002;928,99;4
0110709;A001;757,56;2
0110709;B001;2677,44;5
0110709;D001;787,12;6
0510362;E001;3692,53;1
0510362;B001;7843,81;2
0510362;A002;412,69;5
0510362;C001;676,5;1
0510362;D001;2894,78;5
0757677;D001;863,01;6
0757677;A001;1456,87;3
0757677;C001;22525,01;2
0757677;B002;6510,74;1
0757677;A002;2553,1;1
0757677;B001;907,16;2
0757677;E001;7854,66;6
0321246;D001;428,95;2
0321246;A002;1184,01;4
0321246;F001;463,11;3
0705588;A001;1783,51;1
0705588;F001;525,67;2
0705588;B002;3935,14;5
0705588;B001;270,32;6
0705588;C001;6741,03;4
0705588;A002;500,55;2
0953955;D001;1327,42;3
0953955;B002;965,35;2
0953955;B001;2614,8;5
0953955;C001;7065,27;2
0953955;A002;1298,79;5
0953955;F001;772,4;2
0953955;A001;591,89;5
0932083;C001;1542,5;4
0932083;E001;4386,39;6
0932083;A002;2015,82;3
0932083;B001;3289,05;5
0932083;A001;6134,54;1
0967556;A001;1668,28;2
0967556;A002;487,57;1
0967556;D001;2974,96;6
0967556;E001;1770,1;2
0967556;B002;1946,21;1
0967556;F001;1786,33;1
0967556;B001;2385,6;6
0691494;B001;6178,32;1
0691494;C001;2471,03;3
0691494;A001;1128,92;6
0691494;E001;635,92;6
0691494;D001;4306,92;1
0691494;B002;794,49;2
0238064;A001;1120,81;6
0238064;E001;881,88;5
0238064;D001;1890,91;6
0238064;A002;1567,6;2
0674374;A001;2028,61;1
0674374;C001;4545,13;3
0674374;D001;2455,68;5
0674374;A002;5072,61;4
0674374;E001;2395,21;6
0674374;B002;1394,4;5
0674374;F001;11178,99;3
0674374;B001;2401,47;6
0955571;B002;2339,44;2
0955571;A001;1127,39;2
0955571;B001;569,05;5
0955571;F001;1708,28;4
0955571;C001;2947,16;3
0955571;E001;692,33;2
0487651;D001;1655,19;2
0487651;F001;2846,35;1
0487651;A002;761,88;6
0487651;A001;5250,02;3
0487651;E001;2437,05;4
0487651;C001;1625,76;5
0487651;B001;3415,46;6
0487651;B002;844,86;3
0955676;A001;842,05;5
0955676;D001;1314,2;4
0955676;B001;2353,08;1
0955676;E001;758,17;4
0955676;B002;1570,12;5
0955676;F001;1395,62;5
0955676;A002;4446,25;5
0955676;C001;1647,78;4
0958558;C001;11629,14;1
0958558;B001;1933,79;1
0958558;A001;1117,09;5
0905464;D001;824,94;6
0905464;A001;3780,23;1
0905464;C001;987,03;3
0905464;F001;2235,11;5
0905464;E001;1071;1
0616046;A001;973,01;3
0616046;A002;2599,87;2
0616046;E001;2828,75;1
0616046;B001;882,46;2
0839474;E001;1490,78;1
0839474;C001;1460,84;1
0839474;B002;3228,93;1
0839474;D001;1717,43;6
0839474;B001;628,26;6
0839474;F001;3613,96;3
0690411;A001;1803,08;1
0690411;B001;715,32;4
0690411;D001;3327,11;4
0690411;B002;740,67;2
0690411;F001;1419,8;3
0690411;C001;1194,02;1
0316155;A001;628,49;5
0316155;E001;16407,35;6
0316155;A002;996,07;2
0950440;E001;916,57;6
0950440;D001;1521,79;3
0950440;C001;3022,53;1
0454499;B002;11053,53;3
0454499;F001;1383,69;6
0454499;C001;10661,25;6
0454499;A002;590,5;1
0733584;A001;2230,15;5
0733584;A002;2598,49;3
0733584;B002;2635,96;2
0733584;F001;5058,36;4
0733584;D001;2100,16;1
0733584;E001;391,35;3
0947525;B001;1690,45;2
0947525;F001;3353,08;1
0947525;C001;5978,33;5
0947525;A002;3567,78;1
0947525;D001;5304,73;2
0927459;A002;540,01;4
0927459;E001;6507,9;6
0927459;C001;1850,37;1
0927459;B002;13150,55;5
0927459;F001;642,59;3
0927459;D001;2000,17;1
0691404;B001;1152,14;3
0691404;A002;885,76;4
0691404;D001;710,55;6
0691404;A001;796,81;6
0691404;E001;2685;6
0691404;B002;1757,61;5
0691404;C001;2460,45;6
0691404;F001;1872,25;4
0160328;D001;2376,84;4
0160328;B002;3486,33;4
0160328;E001;453,41;4
0160328;C001;397,61;3
0160328;B001;1267,61;1
0160328;A002;6784,6;1
0989857;D001;312,71;2
0989857;E001;7492,99;4
0989857;A002;324,82;4
0989857;F001;3432,49;6
0989857;C001;2742,15;1
0989857;B002;5767,02;1
0989857;B001;6577,12;2
0560106;B002;1032,96;2
0560106;D001;1308,57;3
0560106;A002;1364,91;1
0560106;C001;1390,37;1
0560106;F001;1840,28;3
0714798;A002;5281,93;1
0714798;B001;631,3;4
0714798;F001;2027,32;1
0714798;C001;7479,36;5
0714798;D001;3318,32;1
0714798;E001;2064,19;1
0981075;B001;1564,68;4
0981075;F001;5151,58;5
0981075;A001;3127,74;4
0981075;A002;3457,17;5
0215190;E001;1197,28;5
0215190;F001;2901,13;5
0215190;D001;3591,19;2
0215190;A002;2219,63;5
0215190;B002;2833,12;4
0139001;E001;3262,6;1
0139001;B002;973,67;4
0139001;D001;1500,45;3
0139001;F001;541,44;1
0570497;A001;2086,14;2
0570497;B002;827,46;1
0570497;D001;1743,14;1
0570497;C001;2352,4;2
0570497;B001;4445,56;1
0570497;E001;1137,01;5
0570497;F001;1193,29;5
0570497;A002;656,61;6
0269315;C001;2042,45;1
0269315;D001;2384,28;4
0269315;B001;3755,94;5
0269315;A001;635,13;4
0269315;E001;1857,44;5
0269315;B002;3767,01;1
0269315;F001;5727,55;3
0269315;A002;2214,27;6
0569859;B002;2372,78;1
0569859;B001;9035,24;3
0569859;A002;1390,87;4
0569859;C001;3428,97;4
0569859;A001;562,44;5
0569859;F001;11294,94;4
0569859;E001;25759,87;1
0569859;D001;821,69;1
0319599;A001;4557,92;3
0319599;D001;4843,37;5
0319599;B001;1043;6
0319599;C001;783,01;2
0319599;F001;1607,73;1
0319599;A002;240,38;2
0285799;A001;427,14;1
0285799;C001;2564,04;4
0285799;A002;3960,17;2
0285799;D001;770,71;5
0285799;B002;776,89;4
0285799;E001;495,82;6
0307932;F001;1452,25;4
0307932;A001;1242,76;4
0307932;C001;2997,61;6
0307932;A002;1355,69;6
0747504;D001;823,38;5
0747504;F001;4475,05;5
0747504;A002;804,09;3
0747504;E001;802,59;6
0747504;A001;661,26;6
0107850;C001;11004,94;6
0107850;A002;2014,1;3
0107850;E001;1671,19;6
0107850;F001;1833,31;6
0107850;D001;704,13;2
0107850;A001;3586,61;3
0107850;B002;3080,85;1
0107850;B001;4625,97;2
0205642;D001;2165,64;2
0205642;F001;467,39;2
0205642;B001;3077,76;6
0205642;A001;2235,2;6
0205642;C001;1766,37;6
0205642;E001;762,26;3
0205642;B002;336,51;4
0827147;D001;530,67;2
0827147;E001;8556,36;1
0827147;F001;4536,12;6
0827147;B001;1865,79;6
0721197;A001;1770,77;2
0721197;E001;2754;1
0721197;B001;1011,19;4
0721197;A002;706,82;5
0721197;F001;2123,48;6
0721197;B002;1297,13;4
0721197;D001;3141,81;6
0968572;E001;6954,31;6
0968572;A002;1471,79;2
0968572;D001;711,45;4
0968572;F001;403,74;6
0118281;C001;3196,2;5
0118281;B002;3403,8;1
0118281;A002;1604,25;1
0118281;A001;1913,21;2
0118281;D001;1747,07;1
0118281;B001;3590,12;4
0217038;F001;5129,46;3
0217038;A001;5069,95;2
0217038;C001;6542,99;3
0217038;B002;1042,67;3
0169184;F001;866,82;2
0169184;B002;1760,19;3
0169184;D001;1671,12;3
0169184;C001;4894,55;2
0169184;A002;606,11;1
0447278;E001;726,08;6
0447278;B002;872,75;6
0447278;B001;1133,71;4
0140043;E001;1965,67;6
0140043;A002;6992,49;3
0140043;C001;225,3;2
0140043;B001;1383,93;5
0140043;D001;11183,11;3
0140043;B002;1376,09;3
0140043;A001;4131,84;3
0140043;F001;8823,38;4
0967260;B001;1619,74;2
0967260;B002;2158,79;1
0967260;D001;11295,18;5
0967260;A002;5915,1;3
0812709;A002;2885,89;3
0812709;D001;2900,66;5
0812709;B001;2313,15;1
0812709;C001;2320,49;6
0812709;F001;1179,12;1
